top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,lebron_team_score,opponent_team_score,opponent,team,season,color
310,203,"Oct 18, 2022",1st Qtr,9:26,0,3,26,0,2,2,GSW,LAL,2023,red
213,259,"Oct 18, 2022",1st Qtr,8:38,0,2,16,0,4,5,GSW,LAL,2023,red
143,171,"Oct 18, 2022",1st Qtr,8:10,0,2,11,0,4,7,GSW,LAL,2023,red
68,215,"Oct 18, 2022",1st Qtr,5:24,1,2,3,0,12,19,GSW,LAL,2023,green
66,470,"Oct 18, 2022",1st Qtr,1:02,0,3,23,0,22,23,GSW,LAL,2023,red
63,239,"Oct 18, 2022",2nd Qtr,11:30,1,2,1,0,24,25,GSW,LAL,2023,green
230,54,"Oct 18, 2022",2nd Qtr,10:30,0,3,26,0,24,27,GSW,LAL,2023,red
53,224,"Oct 18, 2022",2nd Qtr,10:05,1,2,2,0,26,27,GSW,LAL,2023,green
241,67,"Oct 18, 2022",2nd Qtr,9:30,0,3,26,0,26,29,GSW,LAL,2023,red
273,113,"Oct 18, 2022",2nd Qtr,8:55,0,3,25,0,26,32,GSW,LAL,2023,red
62,224,"Oct 18, 2022",2nd Qtr,7:06,0,2,2,0,31,39,GSW,LAL,2023,red
63,249,"Oct 18, 2022",2nd Qtr,3:53,1,2,1,0,39,49,GSW,LAL,2023,green
103,236,"Oct 18, 2022",2nd Qtr,2:34,0,2,5,0,39,51,GSW,LAL,2023,red
54,249,"Oct 18, 2022",2nd Qtr,1:48,1,2,1,0,44,53,GSW,LAL,2023,green
53,240,"Oct 18, 2022",2nd Qtr,0:58,0,2,0,0,46,55,GSW,LAL,2023,red
230,71,"Oct 18, 2022",3rd Qtr,10:49,1,3,25,0,58,63,GSW,LAL,2023,green
231,358,"Oct 18, 2022",3rd Qtr,9:00,0,2,21,0,60,70,GSW,LAL,2023,red
61,240,"Oct 18, 2022",3rd Qtr,8:44,1,2,1,0,62,70,GSW,LAL,2023,green
59,235,"Oct 18, 2022",3rd Qtr,1:11,1,2,1,0,68,91,GSW,LAL,2023,green
299,188,"Oct 18, 2022",3rd Qtr,0:06,1,3,25,0,71,91,GSW,LAL,2023,green
251,397,"Oct 18, 2022",4th Qtr,11:44,0,3,25,0,71,91,GSW,LAL,2023,red
63,241,"Oct 18, 2022",4th Qtr,10:27,1,2,1,0,75,93,GSW,LAL,2023,green
290,152,"Oct 18, 2022",4th Qtr,9:49,0,3,25,0,75,93,GSW,LAL,2023,red
53,240,"Oct 18, 2022",4th Qtr,9:04,1,2,0,0,77,93,GSW,LAL,2023,green
70,476,"Oct 18, 2022",4th Qtr,3:46,1,3,24,0,96,109,GSW,LAL,2023,green
324,183,"Oct 20, 2022",1st Qtr,10:30,1,3,28,1,6,3,LAC,LAL,2023,green
290,166,"Oct 20, 2022",1st Qtr,10:06,0,3,25,1,6,3,LAC,LAL,2023,red
228,127,"Oct 20, 2022",1st Qtr,8:52,1,2,21,1,8,7,LAC,LAL,2023,green
78,277,"Oct 20, 2022",1st Qtr,6:07,0,2,4,0,12,14,LAC,LAL,2023,red
159,197,"Oct 20, 2022",1st Qtr,0:25,0,2,12,0,23,32,LAC,LAL,2023,red
324,191,"Oct 20, 2022",2nd Qtr,10:58,1,3,28,0,28,36,LAC,LAL,2023,green
313,171,"Oct 20, 2022",2nd Qtr,9:48,0,3,27,0,31,38,LAC,LAL,2023,red
81,235,"Oct 20, 2022",2nd Qtr,9:27,0,2,3,0,31,38,LAC,LAL,2023,red
85,240,"Oct 20, 2022",2nd Qtr,2:03,1,2,3,0,50,54,LAC,LAL,2023,green
91,226,"Oct 20, 2022",3rd Qtr,7:52,1,2,4,1,65,63,LAC,LAL,2023,green
113,243,"Oct 20, 2022",3rd Qtr,7:04,0,2,6,1,65,63,LAC,LAL,2023,red
284,130,"Oct 20, 2022",3rd Qtr,2:07,0,3,26,0,69,82,LAC,LAL,2023,red
105,257,"Oct 20, 2022",3rd Qtr,0:59,1,2,6,0,75,83,LAC,LAL,2023,green
256,72,"Oct 20, 2022",4th Qtr,11:17,0,3,26,0,79,85,LAC,LAL,2023,red
74,218,"Oct 20, 2022",4th Qtr,10:53,1,2,3,0,81,86,LAC,LAL,2023,green
327,259,"Oct 20, 2022",4th Qtr,9:32,0,3,27,0,83,86,LAC,LAL,2023,red
329,418,"Oct 20, 2022",4th Qtr,0:02,0,3,33,0,97,101,LAC,LAL,2023,red
83,234,"Oct 23, 2022",1st Qtr,9:52,0,2,3,1,4,0,POR,LAL,2023,red
53,240,"Oct 23, 2022",1st Qtr,9:52,0,2,0,1,4,0,POR,LAL,2023,red
103,242,"Oct 23, 2022",1st Qtr,0:27,1,2,5,0,22,30,POR,LAL,2023,green
363,297,"Oct 23, 2022",2nd Qtr,11:03,0,3,32,0,24,32,POR,LAL,2023,red
240,57,"Oct 23, 2022",2nd Qtr,8:18,0,3,26,0,28,40,POR,LAL,2023,red
94,243,"Oct 23, 2022",2nd Qtr,7:51,1,2,4,0,30,40,POR,LAL,2023,green
73,238,"Oct 23, 2022",2nd Qtr,3:21,1,2,2,0,43,46,POR,LAL,2023,green
325,284,"Oct 23, 2022",2nd Qtr,0:55,0,3,28,0,45,51,POR,LAL,2023,red
77,247,"Oct 23, 2022",2nd Qtr,0:45,1,2,3,0,47,53,POR,LAL,2023,green
305,221,"Oct 23, 2022",3rd Qtr,9:16,0,3,25,0,54,59,POR,LAL,2023,red
68,233,"Oct 23, 2022",3rd Qtr,9:03,1,2,2,0,56,59,POR,LAL,2023,green
283,348,"Oct 23, 2022",3rd Qtr,0:59,1,3,25,1,80,74,POR,LAL,2023,green
306,156,"Oct 23, 2022",3rd Qtr,0:30,1,3,27,1,83,76,POR,LAL,2023,green
383,207,"Oct 23, 2022",3rd Qtr,0:00,0,3,33,1,83,78,POR,LAL,2023,red
54,246,"Oct 23, 2022",4th Qtr,7:33,1,2,1,1,91,86,POR,LAL,2023,green
63,241,"Oct 23, 2022",4th Qtr,5:29,1,2,1,1,95,88,POR,LAL,2023,green
68,212,"Oct 23, 2022",4th Qtr,4:42,1,2,3,1,97,90,POR,LAL,2023,green
318,283,"Oct 23, 2022",4th Qtr,3:55,0,3,27,1,98,92,POR,LAL,2023,red
60,222,"Oct 23, 2022",4th Qtr,1:56,1,2,2,1,102,95,POR,LAL,2023,green
254,397,"Oct 23, 2022",4th Qtr,0:52,0,3,26,1,102,99,POR,LAL,2023,red
59,242,"Oct 23, 2022",4th Qtr,0:07,1,2,1,0,104,104,POR,LAL,2023,green
139,82,"Oct 23, 2022",4th Qtr,0:00,0,2,18,0,104,106,POR,LAL,2023,red
298,338,"Oct 26, 2022",1st Qtr,0:01,0,3,26,0,22,26,DEN,LAL,2023,red
176,38,"Oct 26, 2022",2nd Qtr,11:47,1,3,24,0,25,26,DEN,LAL,2023,green
183,238,"Oct 26, 2022",2nd Qtr,10:32,1,2,13,0,28,31,DEN,LAL,2023,green
325,263,"Oct 26, 2022",2nd Qtr,9:50,0,3,27,0,28,31,DEN,LAL,2023,red
293,140,"Oct 26, 2022",2nd Qtr,9:19,0,3,26,0,28,34,DEN,LAL,2023,red
87,238,"Oct 26, 2022",2nd Qtr,8:38,0,2,3,0,30,36,DEN,LAL,2023,red
66,219,"Oct 26, 2022",2nd Qtr,6:35,0,2,2,0,33,38,DEN,LAL,2023,red
61,243,"Oct 26, 2022",2nd Qtr,6:21,1,2,1,0,35,38,DEN,LAL,2023,green
69,215,"Oct 26, 2022",3rd Qtr,9:58,0,2,3,0,56,56,DEN,LAL,2023,red
79,257,"Oct 26, 2022",3rd Qtr,7:34,1,2,3,0,60,66,DEN,LAL,2023,green
79,277,"Oct 26, 2022",3rd Qtr,0:26,1,2,5,0,71,85,DEN,LAL,2023,green
85,240,"Oct 26, 2022",4th Qtr,11:44,1,2,3,0,73,86,DEN,LAL,2023,green
82,252,"Oct 26, 2022",4th Qtr,11:17,1,2,3,0,76,86,DEN,LAL,2023,green
106,197,"Oct 26, 2022",4th Qtr,10:51,0,2,7,0,76,86,DEN,LAL,2023,red
128,232,"Oct 26, 2022",4th Qtr,9:26,0,2,8,0,76,86,DEN,LAL,2023,red
303,290,"Oct 26, 2022",4th Qtr,8:56,1,3,26,0,82,89,DEN,LAL,2023,green
103,235,"Oct 26, 2022",4th Qtr,8:13,0,2,5,0,82,89,DEN,LAL,2023,red
53,240,"Oct 26, 2022",4th Qtr,8:09,0,2,0,0,82,89,DEN,LAL,2023,red
225,32,"Oct 26, 2022",4th Qtr,7:01,0,3,27,0,84,96,DEN,LAL,2023,red
101,12,"Oct 26, 2022",4th Qtr,6:32,0,3,23,0,84,96,DEN,LAL,2023,red
309,350,"Oct 26, 2022",4th Qtr,2:58,0,3,28,0,90,105,DEN,LAL,2023,red
247,79,"Oct 28, 2022",1st Qtr,11:22,1,3,25,1,3,2,MIN,LAL,2023,green
310,248,"Oct 28, 2022",1st Qtr,9:57,0,3,26,0,7,7,MIN,LAL,2023,red
179,263,"Oct 28, 2022",1st Qtr,8:56,0,2,13,0,7,9,MIN,LAL,2023,red
67,249,"Oct 28, 2022",1st Qtr,6:19,0,2,2,0,10,19,MIN,LAL,2023,red
83,280,"Oct 28, 2022",1st Qtr,4:53,0,2,5,0,12,21,MIN,LAL,2023,red
53,240,"Oct 28, 2022",1st Qtr,3:57,1,2,0,0,16,21,MIN,LAL,2023,green
53,240,"Oct 28, 2022",2nd Qtr,8:45,1,2,0,0,31,35,MIN,LAL,2023,green
58,236,"Oct 28, 2022",2nd Qtr,6:51,1,2,1,0,34,39,MIN,LAL,2023,green
94,257,"Oct 28, 2022",2nd Qtr,5:42,0,2,4,0,37,42,MIN,LAL,2023,red
82,251,"Oct 28, 2022",2nd Qtr,1:55,0,2,3,0,45,49,MIN,LAL,2023,red
61,241,"Oct 28, 2022",2nd Qtr,0:35,1,2,1,0,50,52,MIN,LAL,2023,green
63,244,"Oct 28, 2022",2nd Qtr,0:06,1,2,1,0,52,52,MIN,LAL,2023,green
62,12,"Oct 28, 2022",3rd Qtr,10:44,0,3,23,0,52,54,MIN,LAL,2023,red
56,238,"Oct 28, 2022",3rd Qtr,9:33,1,2,0,1,57,56,MIN,LAL,2023,green
46,122,"Oct 28, 2022",3rd Qtr,7:22,0,2,12,0,57,61,MIN,LAL,2023,red
305,221,"Oct 28, 2022",3rd Qtr,5:55,0,3,25,0,61,63,MIN,LAL,2023,red
56,263,"Oct 28, 2022",3rd Qtr,5:34,0,2,2,0,61,65,MIN,LAL,2023,red
53,240,"Oct 28, 2022",3rd Qtr,5:32,0,2,0,0,61,65,MIN,LAL,2023,red
57,238,"Oct 28, 2022",4th Qtr,10:18,1,2,0,0,79,83,MIN,LAL,2023,green
56,236,"Oct 28, 2022",4th Qtr,9:54,0,2,1,0,80,83,MIN,LAL,2023,red
226,59,"Oct 28, 2022",4th Qtr,9:45,0,3,25,0,80,83,MIN,LAL,2023,red
314,102,"Oct 28, 2022",4th Qtr,8:58,0,3,30,0,80,86,MIN,LAL,2023,red
128,314,"Oct 28, 2022",4th Qtr,8:04,1,2,11,0,82,88,MIN,LAL,2023,green
62,250,"Oct 28, 2022",4th Qtr,7:09,1,2,1,0,84,90,MIN,LAL,2023,green
74,262,"Oct 30, 2022",1st Qtr,11:21,0,2,3,0,0,0,DEN,LAL,2023,red
67,233,"Oct 30, 2022",1st Qtr,9:13,0,2,2,0,3,8,DEN,LAL,2023,red
67,226,"Oct 30, 2022",1st Qtr,8:09,0,2,2,0,7,11,DEN,LAL,2023,red
67,253,"Oct 30, 2022",1st Qtr,5:13,0,2,2,0,15,20,DEN,LAL,2023,red
66,245,"Oct 30, 2022",1st Qtr,0:06,1,2,1,0,26,31,DEN,LAL,2023,green
66,260,"Oct 30, 2022",2nd Qtr,10:12,0,2,2,0,26,33,DEN,LAL,2023,red
87,262,"Oct 30, 2022",2nd Qtr,9:42,0,2,4,0,28,35,DEN,LAL,2023,red
66,229,"Oct 30, 2022",2nd Qtr,9:38,1,2,2,0,30,35,DEN,LAL,2023,green
130,468,"Oct 30, 2022",2nd Qtr,7:12,1,3,24,0,38,41,DEN,LAL,2023,green
89,222,"Oct 30, 2022",2nd Qtr,1:39,0,2,4,1,51,49,DEN,LAL,2023,red
160,127,"Oct 30, 2022",2nd Qtr,1:33,1,2,16,1,53,49,DEN,LAL,2023,green
301,287,"Oct 30, 2022",2nd Qtr,0:49,0,3,25,1,53,49,DEN,LAL,2023,red
178,103,"Oct 30, 2022",3rd Qtr,11:25,1,2,19,1,57,53,DEN,LAL,2023,green
60,248,"Oct 30, 2022",3rd Qtr,11:01,1,2,1,1,59,56,DEN,LAL,2023,green
57,254,"Oct 30, 2022",3rd Qtr,10:00,1,2,1,1,61,59,DEN,LAL,2023,green
59,258,"Oct 30, 2022",3rd Qtr,9:11,0,2,2,0,62,62,DEN,LAL,2023,red
65,221,"Oct 30, 2022",3rd Qtr,8:32,0,2,2,0,64,64,DEN,LAL,2023,red
83,400,"Oct 30, 2022",3rd Qtr,8:24,1,2,16,1,66,64,DEN,LAL,2023,green
327,163,"Oct 30, 2022",3rd Qtr,6:45,0,3,28,0,67,71,DEN,LAL,2023,red
306,202,"Oct 30, 2022",4th Qtr,8:22,1,3,26,1,104,95,DEN,LAL,2023,green
98,71,"Oct 30, 2022",4th Qtr,6:33,1,2,18,1,108,99,DEN,LAL,2023,green
254,33,"Oct 30, 2022",4th Qtr,2:20,0,3,29,1,113,106,DEN,LAL,2023,red
310,204,"Nov 2, 2022",1st Qtr,10:04,0,3,26,0,2,2,NOP,LAL,2023,red
67,246,"Nov 2, 2022",1st Qtr,8:01,1,2,2,1,6,4,NOP,LAL,2023,green
318,181,"Nov 2, 2022",1st Qtr,0:58,0,3,27,0,20,22,NOP,LAL,2023,red
213,187,"Nov 2, 2022",2nd Qtr,11:30,1,2,17,0,25,29,NOP,LAL,2023,green
73,244,"Nov 2, 2022",2nd Qtr,9:21,1,2,2,0,29,33,NOP,LAL,2023,green
249,384,"Nov 2, 2022",2nd Qtr,3:19,0,3,24,0,39,42,NOP,LAL,2023,red
60,236,"Nov 2, 2022",2nd Qtr,1:57,1,2,1,1,46,44,NOP,LAL,2023,green
77,249,"Nov 2, 2022",3rd Qtr,11:07,1,2,3,1,60,44,NOP,LAL,2023,green
307,333,"Nov 2, 2022",3rd Qtr,10:03,0,3,27,1,60,49,NOP,LAL,2023,red
78,247,"Nov 2, 2022",3rd Qtr,8:27,1,2,3,1,66,53,NOP,LAL,2023,green
110,249,"Nov 2, 2022",3rd Qtr,2:23,0,2,6,1,76,69,NOP,LAL,2023,red
112,101,"Nov 2, 2022",3rd Qtr,1:09,0,2,15,0,76,77,NOP,LAL,2023,red
72,249,"Nov 2, 2022",3rd Qtr,0:40,1,2,2,1,80,77,NOP,LAL,2023,green
208,367,"Nov 2, 2022",4th Qtr,11:03,0,2,20,1,84,81,NOP,LAL,2023,red
284,373,"Nov 2, 2022",4th Qtr,7:24,0,3,27,1,96,95,NOP,LAL,2023,red
86,240,"Nov 2, 2022",4th Qtr,3:02,1,2,3,0,105,105,NOP,LAL,2023,green
304,120,"Nov 2, 2022",4th Qtr,1:29,0,3,28,1,106,105,NOP,LAL,2023,red
82,158,"Nov 2, 2022",4th Qtr,0:11,0,2,9,0,108,109,NOP,LAL,2023,red
74,223,"Nov 2, 2022",1st OT,4:44,0,2,3,0,111,111,NOP,LAL,2023,red
72,255,"Nov 2, 2022",1st OT,3:23,0,2,2,1,114,113,NOP,LAL,2023,red
77,243,"Nov 2, 2022",1st OT,1:56,1,2,2,1,120,115,NOP,LAL,2023,green
309,151,"Nov 2, 2022",1st OT,1:16,0,3,27,1,120,115,NOP,LAL,2023,red
229,310,"Nov 2, 2022",1st OT,0:14,0,2,19,1,120,117,NOP,LAL,2023,red
279,358,"Nov 4, 2022",1st Qtr,8:02,0,3,26,0,10,12,UTA,LAL,2023,red
282,337,"Nov 4, 2022",1st Qtr,5:47,0,3,25,0,19,20,UTA,LAL,2023,red
137,337,"Nov 4, 2022",1st Qtr,0:20,0,2,13,0,34,38,UTA,LAL,2023,red
60,478,"Nov 4, 2022",2nd Qtr,10:32,0,3,24,0,36,44,UTA,LAL,2023,red
83,233,"Nov 4, 2022",2nd Qtr,10:28,1,2,3,0,38,44,UTA,LAL,2023,green
319,220,"Nov 4, 2022",2nd Qtr,9:23,0,3,27,0,41,44,UTA,LAL,2023,red
216,309,"Nov 4, 2022",2nd Qtr,7:12,1,2,18,0,48,50,UTA,LAL,2023,green
68,272,"Nov 4, 2022",2nd Qtr,2:48,0,2,4,0,56,68,UTA,LAL,2023,red
53,240,"Nov 4, 2022",2nd Qtr,2:44,1,2,0,0,58,68,UTA,LAL,2023,green
127,226,"Nov 4, 2022",2nd Qtr,0:23,0,2,8,0,62,75,UTA,LAL,2023,red
69,242,"Nov 4, 2022",3rd Qtr,9:49,1,2,2,0,66,78,UTA,LAL,2023,green
93,219,"Nov 4, 2022",3rd Qtr,8:35,0,2,5,0,69,81,UTA,LAL,2023,red
