top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,lebron_team_score,opponent_team_score,opponent,team,season,color
63,238,"Jan 12, 2023",4th Qtr,5:30,1,2,1,0,89,91,DAL,LAL,2023,green
296,162,"Jan 12, 2023",4th Qtr,4:49,0,3,26,0,89,93,DAL,LAL,2023,red
53,240,"Jan 12, 2023",4th Qtr,3:27,1,2,0,0,91,95,DAL,LAL,2023,green
68,236,"Jan 12, 2023",4th Qtr,0:42,0,2,2,1,99,98,DAL,LAL,2023,red
303,111,"Jan 12, 2023",1st OT,0:38,0,3,28,0,108,108,DAL,LAL,2023,red
63,218,"Jan 12, 2023",1st OT,0:00,0,2,2,0,108,108,DAL,LAL,2023,red
286,96,"Jan 12, 2023",2nd OT,3:45,0,3,27,0,108,110,DAL,LAL,2023,red
83,214,"Jan 12, 2023",2nd OT,1:37,0,2,4,0,113,116,DAL,LAL,2023,red
238,413,"Jan 12, 2023",2nd OT,0:20,0,3,25,0,115,118,DAL,LAL,2023,red
359,207,"Jan 12, 2023",2nd OT,0:07,0,3,31,0,115,119,DAL,LAL,2023,red
88,172,"Jan 15, 2023",1st Qtr,11:42,1,2,8,1,2,0,PHI,LAL,2023,green
166,28,"Jan 15, 2023",1st Qtr,10:18,0,3,24,0,2,3,PHI,LAL,2023,red
63,238,"Jan 15, 2023",1st Qtr,8:48,1,2,1,0,6,7,PHI,LAL,2023,green
194,202,"Jan 15, 2023",1st Qtr,8:28,1,2,15,1,8,7,PHI,LAL,2023,green
96,432,"Jan 15, 2023",1st Qtr,7:57,1,2,20,0,10,10,PHI,LAL,2023,green
60,238,"Jan 15, 2023",1st Qtr,6:55,1,2,1,1,14,12,PHI,LAL,2023,green
250,213,"Jan 15, 2023",1st Qtr,5:43,1,2,20,1,20,17,PHI,LAL,2023,green
64,242,"Jan 15, 2023",1st Qtr,1:31,1,2,1,0,28,29,PHI,LAL,2023,green
50,236,"Jan 15, 2023",1st Qtr,0:59,1,2,0,0,30,31,PHI,LAL,2023,green
204,302,"Jan 15, 2023",2nd Qtr,7:24,0,2,17,1,43,40,PHI,LAL,2023,red
60,243,"Jan 15, 2023",2nd Qtr,1:02,1,2,1,0,54,57,PHI,LAL,2023,green
61,247,"Jan 15, 2023",2nd Qtr,0:43,1,2,1,0,56,57,PHI,LAL,2023,green
305,187,"Jan 15, 2023",3rd Qtr,9:15,0,3,26,0,61,63,PHI,LAL,2023,red
217,418,"Jan 15, 2023",3rd Qtr,8:11,1,3,24,0,64,67,PHI,LAL,2023,green
201,323,"Jan 15, 2023",3rd Qtr,5:51,1,2,17,0,69,69,PHI,LAL,2023,green
191,72,"Jan 15, 2023",3rd Qtr,0:38,0,2,22,0,81,86,PHI,LAL,2023,red
308,209,"Jan 15, 2023",4th Qtr,11:18,0,3,26,0,85,88,PHI,LAL,2023,red
52,246,"Jan 15, 2023",4th Qtr,10:01,1,2,1,1,90,88,PHI,LAL,2023,green
50,242,"Jan 15, 2023",4th Qtr,9:36,0,2,0,1,90,88,PHI,LAL,2023,red
242,402,"Jan 15, 2023",4th Qtr,9:07,0,3,25,1,90,89,PHI,LAL,2023,red
47,244,"Jan 15, 2023",4th Qtr,8:40,1,2,1,1,92,91,PHI,LAL,2023,green
228,172,"Jan 15, 2023",4th Qtr,3:19,1,2,19,0,105,106,PHI,LAL,2023,green
203,144,"Jan 15, 2023",4th Qtr,2:20,0,2,18,1,107,106,PHI,LAL,2023,red
250,403,"Jan 16, 2023",1st Qtr,10:18,1,3,26,1,8,4,HOU,LAL,2023,green
97,240,"Jan 16, 2023",1st Qtr,9:03,1,2,5,1,13,10,HOU,LAL,2023,green
167,189,"Jan 16, 2023",1st Qtr,8:41,0,2,13,1,13,10,HOU,LAL,2023,red
67,248,"Jan 16, 2023",1st Qtr,6:51,1,2,2,0,18,18,HOU,LAL,2023,green
68,217,"Jan 16, 2023",2nd Qtr,10:46,0,2,3,1,38,35,HOU,LAL,2023,red
69,240,"Jan 16, 2023",2nd Qtr,10:30,0,2,2,1,40,35,HOU,LAL,2023,red
50,240,"Jan 16, 2023",2nd Qtr,10:25,1,2,0,1,42,35,HOU,LAL,2023,green
298,352,"Jan 16, 2023",2nd Qtr,8:32,1,3,27,1,52,39,HOU,LAL,2023,green
141,422,"Jan 16, 2023",2nd Qtr,7:03,0,2,20,1,54,46,HOU,LAL,2023,red
74,233,"Jan 16, 2023",2nd Qtr,0:59,1,2,3,1,70,60,HOU,LAL,2023,green
66,249,"Jan 16, 2023",2nd Qtr,0:36,1,2,2,1,73,60,HOU,LAL,2023,green
218,205,"Jan 16, 2023",3rd Qtr,11:22,1,2,17,1,75,63,HOU,LAL,2023,green
296,293,"Jan 16, 2023",3rd Qtr,9:24,1,3,25,1,81,71,HOU,LAL,2023,green
295,112,"Jan 16, 2023",3rd Qtr,8:55,1,3,28,1,84,71,HOU,LAL,2023,green
283,82,"Jan 16, 2023",3rd Qtr,8:24,0,3,28,1,84,73,HOU,LAL,2023,red
72,378,"Jan 16, 2023",3rd Qtr,6:10,0,2,14,1,88,75,HOU,LAL,2023,red
91,226,"Jan 16, 2023",3rd Qtr,3:50,1,2,4,1,95,81,HOU,LAL,2023,green
248,402,"Jan 16, 2023",4th Qtr,10:18,1,3,26,1,111,98,HOU,LAL,2023,green
275,403,"Jan 16, 2023",4th Qtr,9:48,0,3,28,1,111,100,HOU,LAL,2023,red
78,253,"Jan 16, 2023",4th Qtr,9:43,1,2,3,1,113,100,HOU,LAL,2023,green
272,373,"Jan 16, 2023",4th Qtr,7:52,0,3,26,1,117,107,HOU,LAL,2023,red
288,147,"Jan 16, 2023",4th Qtr,6:07,0,3,26,1,119,111,HOU,LAL,2023,red
119,202,"Jan 16, 2023",4th Qtr,4:47,1,2,8,1,121,116,HOU,LAL,2023,green
208,327,"Jan 16, 2023",4th Qtr,2:58,1,2,18,1,129,124,HOU,LAL,2023,green
264,71,"Jan 16, 2023",4th Qtr,1:36,0,3,27,1,131,129,HOU,LAL,2023,red
163,371,"Jan 16, 2023",4th Qtr,0:50,1,2,17,1,135,131,HOU,LAL,2023,green
235,249,"Jan 18, 2023",1st Qtr,11:45,1,2,19,1,2,0,SAC,LAL,2023,green
212,42,"Jan 18, 2023",1st Qtr,11:02,1,3,26,1,5,2,SAC,LAL,2023,green
66,268,"Jan 18, 2023",1st Qtr,7:31,1,2,3,1,15,9,SAC,LAL,2023,green
273,378,"Jan 18, 2023",1st Qtr,7:10,0,3,26,1,15,11,SAC,LAL,2023,red
83,240,"Jan 18, 2023",1st Qtr,5:38,1,2,3,1,19,16,SAC,LAL,2023,green
67,258,"Jan 18, 2023",2nd Qtr,11:28,1,2,2,1,41,30,SAC,LAL,2023,green
166,217,"Jan 18, 2023",2nd Qtr,10:29,0,2,12,1,41,32,SAC,LAL,2023,red
181,124,"Jan 18, 2023",2nd Qtr,9:56,1,2,17,1,43,32,SAC,LAL,2023,green
266,386,"Jan 18, 2023",2nd Qtr,5:37,0,3,26,1,49,45,SAC,LAL,2023,red
243,324,"Jan 18, 2023",2nd Qtr,4:46,0,2,21,1,51,45,SAC,LAL,2023,red
332,242,"Jan 18, 2023",2nd Qtr,1:00,0,3,28,0,56,57,SAC,LAL,2023,red
62,258,"Jan 18, 2023",3rd Qtr,10:47,1,2,2,0,62,63,SAC,LAL,2023,green
228,259,"Jan 18, 2023",3rd Qtr,9:54,1,2,18,0,64,65,SAC,LAL,2023,green
112,470,"Jan 18, 2023",3rd Qtr,6:30,1,3,24,0,72,74,SAC,LAL,2023,green
306,165,"Jan 18, 2023",3rd Qtr,6:12,0,3,27,0,72,74,SAC,LAL,2023,red
139,379,"Jan 18, 2023",3rd Qtr,5:30,0,2,17,0,72,77,SAC,LAL,2023,red
131,360,"Jan 18, 2023",3rd Qtr,3:59,1,2,14,0,74,81,SAC,LAL,2023,green
73,82,"Jan 18, 2023",3rd Qtr,3:28,0,2,16,0,74,84,SAC,LAL,2023,red
265,98,"Jan 18, 2023",4th Qtr,8:34,0,3,26,0,94,97,SAC,LAL,2023,red
64,257,"Jan 18, 2023",4th Qtr,7:30,0,2,2,0,97,98,SAC,LAL,2023,red
155,46,"Jan 18, 2023",4th Qtr,6:09,0,2,22,0,101,101,SAC,LAL,2023,red
124,465,"Jan 18, 2023",4th Qtr,3:36,0,3,24,0,103,106,SAC,LAL,2023,red
57,259,"Jan 18, 2023",4th Qtr,1:49,0,2,2,0,103,108,SAC,LAL,2023,red
73,240,"Jan 18, 2023",4th Qtr,1:10,1,2,2,0,107,108,SAC,LAL,2023,green
260,384,"Jan 18, 2023",4th Qtr,0:36,0,3,25,0,108,111,SAC,LAL,2023,red
293,111,"Jan 20, 2023",1st Qtr,11:18,0,3,28,0,0,0,MEM,LAL,2023,red
139,193,"Jan 20, 2023",1st Qtr,9:31,0,2,10,0,0,2,MEM,LAL,2023,red
183,350,"Jan 20, 2023",1st Qtr,7:58,1,2,17,0,6,7,MEM,LAL,2023,green
67,468,"Jan 20, 2023",1st Qtr,5:39,1,3,23,1,12,9,MEM,LAL,2023,green
63,240,"Jan 20, 2023",1st Qtr,5:18,1,2,1,1,14,9,MEM,LAL,2023,green
322,152,"Jan 20, 2023",1st Qtr,0:00,0,3,29,1,26,23,MEM,LAL,2023,red
210,202,"Jan 20, 2023",2nd Qtr,10:57,0,2,16,1,27,26,MEM,LAL,2023,red
234,181,"Jan 20, 2023",2nd Qtr,10:16,0,2,19,0,27,28,MEM,LAL,2023,red
281,358,"Jan 20, 2023",2nd Qtr,9:47,0,3,26,0,27,30,MEM,LAL,2023,red
83,231,"Jan 20, 2023",2nd Qtr,9:34,0,2,3,0,27,32,MEM,LAL,2023,red
88,238,"Jan 20, 2023",2nd Qtr,6:42,1,2,4,0,38,41,MEM,LAL,2023,green
64,212,"Jan 20, 2023",2nd Qtr,1:53,1,2,3,0,47,49,MEM,LAL,2023,green
177,303,"Jan 20, 2023",2nd Qtr,0:45,0,2,14,0,49,53,MEM,LAL,2023,red
91,250,"Jan 20, 2023",3rd Qtr,9:30,0,2,4,0,57,60,MEM,LAL,2023,red
69,233,"Jan 20, 2023",3rd Qtr,7:24,1,2,2,0,65,66,MEM,LAL,2023,green
84,247,"Jan 20, 2023",3rd Qtr,6:31,0,2,3,0,65,70,MEM,LAL,2023,red
91,243,"Jan 20, 2023",3rd Qtr,0:45,0,2,4,0,75,88,MEM,LAL,2023,red
74,259,"Jan 20, 2023",4th Qtr,6:01,0,2,3,0,97,103,MEM,LAL,2023,red
72,259,"Jan 20, 2023",4th Qtr,3:07,1,2,3,0,106,112,MEM,LAL,2023,green
50,240,"Jan 20, 2023",4th Qtr,0:57,1,2,0,0,115,118,MEM,LAL,2023,green
334,291,"Jan 20, 2023",4th Qtr,0:27,0,3,29,0,115,118,MEM,LAL,2023,red
51,252,"Jan 22, 2023",1st Qtr,11:47,1,2,1,1,2,0,POR,LAL,2023,green
343,234,"Jan 22, 2023",1st Qtr,10:27,1,3,29,1,10,2,POR,LAL,2023,green
345,243,"Jan 22, 2023",1st Qtr,9:58,1,3,30,1,13,2,POR,LAL,2023,green
328,102,"Jan 22, 2023",1st Qtr,7:37,0,3,31,1,18,9,POR,LAL,2023,red
200,172,"Jan 22, 2023",1st Qtr,7:15,1,2,16,1,20,9,POR,LAL,2023,green
61,293,"Jan 22, 2023",1st Qtr,6:35,0,2,5,1,20,11,POR,LAL,2023,red
158,340,"Jan 22, 2023",1st Qtr,5:35,0,2,15,1,22,14,POR,LAL,2023,red
128,120,"Jan 22, 2023",1st Qtr,0:40,1,2,14,1,32,26,POR,LAL,2023,green
89,287,"Jan 22, 2023",2nd Qtr,11:22,1,2,6,1,35,26,POR,LAL,2023,green
254,378,"Jan 22, 2023",2nd Qtr,8:24,0,3,25,1,38,36,POR,LAL,2023,red
56,77,"Jan 22, 2023",2nd Qtr,8:07,0,2,16,1,38,36,POR,LAL,2023,red
61,260,"Jan 22, 2023",2nd Qtr,7:21,1,2,2,0,40,42,POR,LAL,2023,green
299,132,"Jan 22, 2023",2nd Qtr,0:01,0,3,27,0,46,71,POR,LAL,2023,red
308,117,"Jan 22, 2023",3rd Qtr,11:31,0,3,29,0,47,71,POR,LAL,2023,red
73,147,"Jan 22, 2023",3rd Qtr,10:41,0,2,10,0,49,71,POR,LAL,2023,red
51,232,"Jan 22, 2023",3rd Qtr,10:10,1,2,1,0,51,73,POR,LAL,2023,green
254,62,"Jan 22, 2023",3rd Qtr,8:26,0,3,27,0,55,78,POR,LAL,2023,red
58,242,"Jan 22, 2023",3rd Qtr,7:16,1,2,1,0,62,79,POR,LAL,2023,green
62,265,"Jan 22, 2023",3rd Qtr,6:41,1,2,3,0,64,79,POR,LAL,2023,green
48,242,"Jan 22, 2023",3rd Qtr,4:40,1,2,0,0,74,81,POR,LAL,2023,green
47,236,"Jan 22, 2023",3rd Qtr,3:18,1,2,1,0,80,88,POR,LAL,2023,green
61,261,"Jan 22, 2023",3rd Qtr,2:52,1,2,2,0,82,88,POR,LAL,2023,green
62,152,"Jan 22, 2023",3rd Qtr,1:21,0,2,9,0,84,88,POR,LAL,2023,red
82,171,"Jan 22, 2023",4th Qtr,3:06,1,2,8,1,112,105,POR,LAL,2023,green
168,173,"Jan 24, 2023",1st Qtr,11:27,0,2,14,0,0,2,LAC,LAL,2023,red
65,223,"Jan 24, 2023",1st Qtr,9:00,1,2,2,0,2,9,LAC,LAL,2023,green
285,339,"Jan 24, 2023",1st Qtr,6:46,1,3,26,0,13,17,LAC,LAL,2023,green
331,295,"Jan 24, 2023",1st Qtr,6:18,0,3,29,0,13,20,LAC,LAL,2023,red
105,221,"Jan 24, 2023",2nd Qtr,11:44,1,2,6,0,32,37,LAC,LAL,2023,green
253,67,"Jan 24, 2023",2nd Qtr,10:02,1,3,27,0,36,44,LAC,LAL,2023,green
83,240,"Jan 24, 2023",2nd Qtr,7:31,0,2,3,0,39,51,LAC,LAL,2023,red
277,97,"Jan 24, 2023",2nd Qtr,1:26,1,3,27,0,50,67,LAC,LAL,2023,green
273,121,"Jan 24, 2023",2nd Qtr,0:43,0,3,25,0,51,71,LAC,LAL,2023,red
295,118,"Jan 24, 2023",2nd Qtr,0:13,1,3,27,0,54,74,LAC,LAL,2023,green
91,221,"Jan 24, 2023",3rd Qtr,11:53,0,2,5,0,54,77,LAC,LAL,2023,red
50,240,"Jan 24, 2023",3rd Qtr,11:49,1,2,0,0,56,77,LAC,LAL,2023,green
301,177,"Jan 24, 2023",3rd Qtr,9:30,0,3,26,0,59,81,LAC,LAL,2023,red
77,242,"Jan 24, 2023",3rd Qtr,9:25,1,2,3,0,61,81,LAC,LAL,2023,green
88,263,"Jan 24, 2023",3rd Qtr,8:06,0,2,4,0,64,85,LAC,LAL,2023,red
148,469,"Jan 24, 2023",3rd Qtr,7:27,1,3,25,0,67,85,LAC,LAL,2023,green
182,474,"Jan 24, 2023",3rd Qtr,6:04,1,3,27,0,72,88,LAC,LAL,2023,green
258,390,"Jan 24, 2023",3rd Qtr,4:28,0,3,26,0,74,90,LAC,LAL,2023,red
58,245,"Jan 24, 2023",3rd Qtr,4:09,0,2,1,0,74,90,LAC,LAL,2023,red
63,247,"Jan 24, 2023",3rd Qtr,4:05,1,2,1,0,76,90,LAC,LAL,2023,green
66,47,"Jan 24, 2023",4th Qtr,11:17,0,2,19,0,82,100,LAC,LAL,2023,red
272,393,"Jan 24, 2023",4th Qtr,10:55,1,3,27,0,85,103,LAC,LAL,2023,green
307,213,"Jan 24, 2023",4th Qtr,9:53,1,3,26,0,90,105,LAC,LAL,2023,green
93,263,"Jan 24, 2023",4th Qtr,8:34,0,2,5,0,93,109,LAC,LAL,2023,red
69,247,"Jan 24, 2023",4th Qtr,8:13,1,2,2,0,95,111,LAC,LAL,2023,green
81,234,"Jan 24, 2023",4th Qtr,7:51,1,2,3,0,97,111,LAC,LAL,2023,green
281,358,"Jan 24, 2023",4th Qtr,6:46,1,3,26,0,103,113,LAC,LAL,2023,green
82,243,"Jan 24, 2023",4th Qtr,6:00,0,2,3,0,103,113,LAC,LAL,2023,red
243,423,"Jan 24, 2023",4th Qtr,5:43,0,3,27,0,103,116,LAC,LAL,2023,red
64,233,"Jan 25, 2023",1st Qtr,9:20,1,2,2,1,8,5,SAS,LAL,2023,green
78,200,"Jan 25, 2023",1st Qtr,7:03,0,2,5,1,15,13,SAS,LAL,2023,red
71,258,"Jan 25, 2023",1st Qtr,5:54,0,2,3,0,15,17,SAS,LAL,2023,red
140,362,"Jan 25, 2023",2nd Qtr,11:30,1,2,15,0,27,32,SAS,LAL,2023,green
315,249,"Jan 25, 2023",2nd Qtr,9:00,0,3,27,0,32,39,SAS,LAL,2023,red
56,234,"Jan 25, 2023",2nd Qtr,8:35,1,2,1,0,34,42,SAS,LAL,2023,green
208,148,"Jan 25, 2023",2nd Qtr,7:34,1,2,18,0,38,44,SAS,LAL,2023,green
97,263,"Jan 25, 2023",2nd Qtr,7:12,1,2,5,0,40,44,SAS,LAL,2023,green
160,243,"Jan 25, 2023",2nd Qtr,2:06,0,2,11,0,49,54,SAS,LAL,2023,red
232,329,"Jan 25, 2023",3rd Qtr,11:24,1,2,20,0,55,56,SAS,LAL,2023,green
308,256,"Jan 25, 2023",3rd Qtr,10:50,0,3,26,0,55,58,SAS,LAL,2023,red
301,173,"Jan 25, 2023",3rd Qtr,10:03,0,3,26,0,57,60,SAS,LAL,2023,red
76,252,"Jan 25, 2023",3rd Qtr,8:13,0,2,3,1,64,62,SAS,LAL,2023,red
263,404,"Jan 25, 2023",4th Qtr,11:17,0,3,27,0,81,85,SAS,LAL,2023,red
58,279,"Jan 25, 2023",4th Qtr,10:21,0,2,4,0,84,85,SAS,LAL,2023,red
105,261,"Jan 25, 2023",4th Qtr,9:37,0,2,6,0,86,87,SAS,LAL,2023,red
138,236,"Jan 25, 2023",4th Qtr,9:34,1,2,9,1,88,87,SAS,LAL,2023,green
270,374,"Jan 25, 2023",4th Qtr,8:33,1,3,26,1,91,89,SAS,LAL,2023,green
188,106,"Jan 25, 2023",4th Qtr,6:43,0,2,19,1,99,89,SAS,LAL,2023,red
326,298,"Jan 25, 2023",4th Qtr,2:52,0,3,28,1,107,95,SAS,LAL,2023,red
313,164,"Jan 28, 2023",1st Qtr,11:02,0,3,27,1,3,0,BOS,LAL,2023,red
71,299,"Jan 28, 2023",1st Qtr,10:27,1,2,6,1,5,0,BOS,LAL,2023,green
54,217,"Jan 28, 2023",1st Qtr,8:57,1,2,2,1,7,4,BOS,LAL,2023,green
351,147,"Jan 28, 2023",1st Qtr,7:08,1,3,31,1,12,9,BOS,LAL,2023,green
226,354,"Jan 28, 2023",1st Qtr,5:47,0,2,21,1,14,13,BOS,LAL,2023,red
57,259,"Jan 28, 2023",1st Qtr,4:51,0,2,2,0,14,16,BOS,LAL,2023,red
61,268,"Jan 28, 2023",1st Qtr,4:50,1,2,3,0,16,16,BOS,LAL,2023,green
47,240,"Jan 28, 2023",2nd Qtr,7:12,1,2,0,0,33,36,BOS,LAL,2023,green
251,293,"Jan 28, 2023",2nd Qtr,5:43,0,2,21,1,37,36,BOS,LAL,2023,red
228,254,"Jan 28, 2023",2nd Qtr,2:57,0,2,18,0,43,43,BOS,LAL,2023,red
305,243,"Jan 28, 2023",2nd Qtr,2:35,1,3,26,1,46,45,BOS,LAL,2023,green
323,205,"Jan 28, 2023",2nd Qtr,2:11,0,3,28,1,46,45,BOS,LAL,2023,red
121,290,"Jan 28, 2023",3rd Qtr,10:17,0,2,9,0,54,54,BOS,LAL,2023,red
325,293,"Jan 28, 2023",3rd Qtr,9:39,1,3,28,1,59,56,BOS,LAL,2023,green
259,72,"Jan 28, 2023",3rd Qtr,8:32,1,3,27,1,65,56,BOS,LAL,2023,green
75,242,"Jan 28, 2023",3rd Qtr,8:04,1,2,3,1,67,56,BOS,LAL,2023,green
271,82,"Jan 28, 2023",3rd Qtr,7:22,0,3,27,1,67,59,BOS,LAL,2023,red
238,147,"Jan 28, 2023",3rd Qtr,6:51,0,2,21,1,67,59,BOS,LAL,2023,red
118,142,"Jan 28, 2023",3rd Qtr,5:32,0,2,12,1,69,62,BOS,LAL,2023,red
73,246,"Jan 28, 2023",3rd Qtr,5:29,1,2,2,1,71,62,BOS,LAL,2023,green
149,4,"Jan 28, 2023",4th Qtr,11:01,0,3,26,0,81,81,BOS,LAL,2023,red
330,251,"Jan 28, 2023",4th Qtr,9:31,1,3,28,1,89,83,BOS,LAL,2023,green
262,82,"Jan 28, 2023",4th Qtr,8:55,0,3,26,1,89,83,BOS,LAL,2023,red
243,389,"Jan 28, 2023",4th Qtr,2:56,1,3,24,1,99,98,BOS,LAL,2023,green
78,220,"Jan 28, 2023",4th Qtr,0:00,0,2,3,0,105,105,BOS,LAL,2023,red
72,265,"Jan 28, 2023",1st OT,4:43,1,2,3,0,107,107,BOS,LAL,2023,green
304,177,"Jan 28, 2023",1st OT,4:16,0,3,26,0,107,110,BOS,LAL,2023,red
108,157,"Jan 28, 2023",1st OT,3:14,0,2,10,0,107,113,BOS,LAL,2023,red
92,192,"Jan 28, 2023",1st OT,2:47,1,2,6,0,111,115,BOS,LAL,2023,green
116,308,"Jan 28, 2023",1st OT,0:37,1,2,9,0,116,119,BOS,LAL,2023,green
57,221,"Jan 31, 2023",1st Qtr,10:48,0,2,2,0,2,2,NYK,LAL,2023,red
52,234,"Jan 31, 2023",1st Qtr,8:42,1,2,1,1,8,3,NYK,LAL,2023,green
256,101,"Jan 31, 2023",1st Qtr,7:13,0,3,25,1,10,5,NYK,LAL,2023,red
61,112,"Jan 31, 2023",1st Qtr,6:39,0,2,13,1,10,5,NYK,LAL,2023,red
56,245,"Jan 31, 2023",1st Qtr,4:56,1,2,1,1,13,5,NYK,LAL,2023,green
274,130,"Jan 31, 2023",2nd Qtr,10:52,0,3,25,1,29,26,NYK,LAL,2023,red
61,101,"Jan 31, 2023",2nd Qtr,9:39,0,2,14,0,31,31,NYK,LAL,2023,red
182,31,"Jan 31, 2023",2nd Qtr,8:03,0,3,25,0,31,32,NYK,LAL,2023,red
46,253,"Jan 31, 2023",2nd Qtr,2:16,1,2,1,0,45,51,NYK,LAL,2023,green
136,258,"Jan 31, 2023",2nd Qtr,0:47,1,2,9,0,49,51,NYK,LAL,2023,green
199,333,"Jan 31, 2023",3rd Qtr,11:44,0,2,18,0,52,53,NYK,LAL,2023,red
277,348,"Jan 31, 2023",3rd Qtr,6:56,1,3,25,1,68,66,NYK,LAL,2023,green
285,346,"Jan 31, 2023",3rd Qtr,6:28,0,3,26,1,68,66,NYK,LAL,2023,red
158,110,"Jan 31, 2023",3rd Qtr,5:56,1,2,17,1,73,68,NYK,LAL,2023,green
274,237,"Jan 31, 2023",3rd Qtr,4:30,0,2,22,1,73,72,NYK,LAL,2023,red
151,264,"Jan 31, 2023",3rd Qtr,1:26,1,2,10,1,83,81,NYK,LAL,2023,green
292,167,"Jan 31, 2023",3rd Qtr,0:41,0,3,25,1,86,81,NYK,LAL,2023,red
164,240,"Jan 31, 2023",4th Qtr,9:04,1,2,11,1,97,92,NYK,LAL,2023,green
54,238,"Jan 31, 2023",4th Qtr,5:29,0,2,0,1,107,102,NYK,LAL,2023,red
290,163,"Jan 31, 2023",4th Qtr,1:41,1,3,25,1,114,108,NYK,LAL,2023,green
272,192,"Jan 31, 2023",4th Qtr,1:12,0,2,23,1,114,110,NYK,LAL,2023,red
294,192,"Jan 31, 2023",4th Qtr,0:39,0,3,25,1,114,112,NYK,LAL,2023,red
53,221,"Jan 31, 2023",1st OT,4:45,1,2,2,1,116,114,NYK,LAL,2023,green
92,217,"Jan 31, 2023",1st OT,1:56,0,2,5,1,123,118,NYK,LAL,2023,red
51,231,"Jan 31, 2023",1st OT,0:19,1,2,1,1,127,121,NYK,LAL,2023,green
63,432,"Feb 2, 2023",1st Qtr,11:31,0,2,19,0,0,0,IND,LAL,2023,red
72,210,"Feb 2, 2023",1st Qtr,10:21,0,2,4,0,0,2,IND,LAL,2023,red
321,219,"Feb 2, 2023",1st Qtr,9:11,0,3,27,0,0,4,IND,LAL,2023,red
326,271,"Feb 2, 2023",1st Qtr,5:58,1,3,28,0,14,15,IND,LAL,2023,green
62,226,"Feb 2, 2023",2nd Qtr,11:46,1,2,2,0,32,35,IND,LAL,2023,green
73,108,"Feb 2, 2023",2nd Qtr,9:47,1,2,13,0,38,40,IND,LAL,2023,green
323,197,"Feb 2, 2023",2nd Qtr,8:33,0,3,28,0,38,44,IND,LAL,2023,red
71,398,"Feb 2, 2023",2nd Qtr,5:47,1,2,16,0,44,54,IND,LAL,2023,green
72,263,"Feb 2, 2023",2nd Qtr,5:15,1,2,3,0,46,54,IND,LAL,2023,green
123,391,"Feb 2, 2023",2nd Qtr,4:22,0,2,17,0,48,54,IND,LAL,2023,red
52,219,"Feb 2, 2023",3rd Qtr,10:11,1,2,2,0,64,71,IND,LAL,2023,green
61,253,"Feb 2, 2023",3rd Qtr,8:34,1,2,2,0,68,75,IND,LAL,2023,green
123,262,"Feb 2, 2023",3rd Qtr,7:06,0,2,8,0,70,77,IND,LAL,2023,red
58,221,"Feb 2, 2023",3rd Qtr,5:53,1,2,2,0,72,82,IND,LAL,2023,green
61,261,"Feb 2, 2023",4th Qtr,8:27,1,2,2,0,92,98,IND,LAL,2023,green
58,253,"Feb 2, 2023",4th Qtr,6:08,1,2,2,0,98,104,IND,LAL,2023,green
174,12,"Feb 2, 2023",4th Qtr,2:35,1,3,26,1,108,106,IND,LAL,2023,green
108,311,"Feb 2, 2023",4th Qtr,1:28,0,2,9,0,108,109,IND,LAL,2023,red
263,373,"Feb 2, 2023",4th Qtr,1:20,0,3,25,0,108,109,IND,LAL,2023,red
318,166,"Feb 4, 2023",1st Qtr,11:13,0,3,28,1,2,0,NOP,LAL,2023,red
182,233,"Feb 4, 2023",1st Qtr,10:09,0,2,13,1,7,4,NOP,LAL,2023,red
149,152,"Feb 4, 2023",1st Qtr,4:18,1,2,13,1,22,17,NOP,LAL,2023,green
88,363,"Feb 4, 2023",2nd Qtr,11:24,0,2,13,1,32,30,NOP,LAL,2023,red
257,78,"Feb 4, 2023",2nd Qtr,10:59,0,3,26,0,32,32,NOP,LAL,2023,red
263,93,"Feb 4, 2023",2nd Qtr,9:13,1,3,26,1,42,37,NOP,LAL,2023,green
183,125,"Feb 4, 2023",2nd Qtr,7:24,0,2,18,1,44,43,NOP,LAL,2023,red
58,238,"Feb 4, 2023",2nd Qtr,2:58,1,2,1,1,61,51,NOP,LAL,2023,green
54,255,"Feb 4, 2023",2nd Qtr,1:37,1,2,2,1,65,56,NOP,LAL,2023,green
103,258,"Feb 4, 2023",3rd Qtr,8:28,1,2,6,1,81,72,NOP,LAL,2023,green
72,243,"Feb 4, 2023",3rd Qtr,8:09,1,2,2,1,84,72,NOP,LAL,2023,green
318,198,"Feb 4, 2023",3rd Qtr,7:41,0,3,27,1,84,75,NOP,LAL,2023,red
175,306,"Feb 4, 2023",3rd Qtr,6:51,0,2,14,1,87,77,NOP,LAL,2023,red
54,248,"Feb 4, 2023",3rd Qtr,3:29,1,2,1,1,94,85,NOP,LAL,2023,green
293,355,"Feb 4, 2023",3rd Qtr,2:51,0,3,27,1,94,88,NOP,LAL,2023,red
239,80,"Feb 4, 2023",4th Qtr,11:47,0,3,25,1,106,103,NOP,LAL,2023,red
158,147,"Feb 4, 2023",4th Qtr,9:47,0,2,14,0,108,108,NOP,LAL,2023,red
43,265,"Feb 4, 2023",4th Qtr,7:14,1,2,3,0,113,116,NOP,LAL,2023,green
57,226,"Feb 4, 2023",4th Qtr,5:48,1,2,2,0,118,118,NOP,LAL,2023,green
52,227,"Feb 4, 2023",4th Qtr,4:53,0,2,1,0,118,120,NOP,LAL,2023,red
